date,MCAR0014
2006-01-01,510.31
2006-02-01,512.3
2006-03-01,522.56
2006-04-01,536.03
2006-05-01,546.44
2006-06-01,560.35
2006-07-01,572.99
2006-08-01,593.42
2006-09-01,637.45
2006-10-01,635.18
2006-11-01,641.47
2006-12-01,649.05
2007-01-01,664.32
2007-02-01,658.37
2007-03-01,674.07
2007-04-01,614.37
2007-05-01,619.24
2007-06-01,633.39
2007-07-01,628.78
2007-08-01,659.66
2007-09-01,681.96
2007-10-01,681.91
2007-11-01,697.46
2007-12-01,701.18
2008-01-01,713.69
2008-02-01,705.85
2008-03-01,685.15
2008-04-01,687.84
2008-05-01,710.02
2008-06-01,711.13
2008-07-01,723.76
2008-08-01,771.95
2008-09-01,787.32
2008-10-01,790.54
2008-11-01,821.07
2008-12-01,813.87
2009-01-01,824.38
2009-02-01,800.26
2009-03-01,770.69
2009-04-01,747.66
2009-05-01,725.2
2009-06-01,710.58
2009-07-01,714.7
2009-08-01,742.46
2009-09-01,766.03
2009-10-01,775.61
2009-11-01,777.63
2009-12-01,793.65
2010-01-01,824.56
2010-02-01,815.61
2010-03-01,817.19
2010-04-01,823.38
2010-05-01,836.11
2010-06-01,844.22
2010-07-01,851.94
2010-08-01,894.85
2010-09-01,936.03
2010-10-01,938.6
2010-11-01,944.68
2010-12-01,960.06
2011-01-01,981.11
2011-02-01,972.28
2011-03-01,976.04
2011-04-01,993.21
2011-05-01,993.56
2011-06-01,1009.16
2011-07-01,1030.35
2011-08-01,1070.0
2011-09-01,1098.25
2011-10-01,1110.11
2011-11-01,1127.95
2011-12-01,1144.36
2012-01-01,1157.69
2012-02-01,1144.69
2012-03-01,1157.06
2012-04-01,1137.42
2012-05-01,1141.42
2012-06-01,1154.67
2012-07-01,1156.38
2012-08-01,1203.69
2012-09-01,1231.87
2012-10-01,1208.62
2012-11-01,1222.83
2012-12-01,1253.6
2013-01-01,1259.37
2013-02-01,1236.74
2013-03-01,1236.32
2013-04-01,1248.1
2013-05-01,1269.44
2013-06-01,1274.1
2013-07-01,1287.72
2013-08-01,1351.32
2013-09-01,1380.9
2013-10-01,1380.34
2013-11-01,1398.24
2013-12-01,1414.86
2014-01-01,1421.63
2014-02-01,1405.29
2014-03-01,1400.16
2014-04-01,1358.62
2014-05-01,1362.42
2014-06-01,1357.43
2014-07-01,1352.59
2014-08-01,1431.4
2014-09-01,1396.59
2014-10-01,1383.48
2014-11-01,1412.5
2014-12-01,1414.85
2015-01-01,1432.74
2015-02-01,1411.1
2015-03-01,1435.73
2015-04-01,1425.25
2015-05-01,1417.19
2015-06-01,1389.42
2015-07-01,1374.9500000000005
2015-08-01,1421.4999999999998
2015-09-01,1409.55
2015-10-01,1376.16
2015-11-01,1377.3300000000002
2015-12-01,1361.3100000000002
2016-01-01,1329.75
2016-02-01,1302.42
2016-03-01,1292.66
2016-04-01,1206.62
2016-05-01,1204.98
2016-06-01,1191.77
2016-07-01,1174.0
2016-08-01,1224.9
2016-09-01,1221.79
2016-10-01,1326.2199999999998
2016-11-01,1358.0
2016-12-01,1336.63
2017-01-01,1320.67
2017-02-01,1321.1999999999998
2017-03-01,1322.6
2017-04-01,1334.83
2017-05-01,1331.29
2017-06-01,28.11
2017-07-01,27.01
2017-08-01,26.06
2017-09-01,16.9
2017-10-01,16.840000000000003
2017-11-01,16.840000000000003
2017-12-01,16.64
2018-01-01,16.64
2018-02-01,14.43
2018-03-01,14.43
2018-04-01,14.43
2018-05-01,13.55
2018-06-01,13.4
2018-07-01,13.26
2018-08-01,13.09
2018-09-01,12.9
2018-10-01,12.69
2018-11-01,12.55
2018-12-01,11.98
2019-01-01,12.55
2019-02-01,11.75
2019-03-01,11.62
2019-04-01,11.46
2019-05-01,11.45
2019-06-01,11.19
2019-07-01,11.03
2019-08-01,10.93
2019-09-01,10.820000000000002
2019-10-01,10.67
2019-11-01,10.579999999999998
2019-12-01,10.42
2020-01-01,10.31
2020-02-01,10.22
2020-03-01,10.14
2020-04-01,10.05
2020-05-01,10.03
2020-06-01,10.03
2020-07-01,9.9
2020-08-01,9.89
2020-09-01,9.86
2020-10-01,9.86
2020-11-01,9.75
2020-12-01,9.740000000000002
2021-01-01,9.39
2021-02-01,9.31
2021-03-01,9.23
2021-04-01,7.180000000000001
2021-05-01,7.148789
2021-06-01,6.963427
2021-07-01,6.877843
2021-08-01,5.797351
2021-09-01,5.769348
2021-10-01,5.703225000000001
2021-11-01,5.670001
2021-12-01,3.890209
2022-01-01,3.838697
2022-02-01,3.785847
2022-03-01,3.766267
2022-04-01,3.725341
2022-05-01,3.696805
2022-06-01,1.534217
2022-07-01,1.534214
2022-08-01,1.534211
2022-09-01,1.534208
2022-10-01,1.534207
2022-11-01,1.534204
2022-12-01,1.534202
2023-01-01,1.534201
2023-02-01,1.5342013
2023-03-01,1.534198
2023-04-01,1.534196
2023-05-01,1.534195
2023-06-01,1.534191
2023-07-01,1.534189
2023-08-01,1.534189
2023-09-01,1.534189
2023-10-01,1.534187
2023-11-01,1.534187
2023-12-01,0.005991
2024-01-01,0.005989
2024-02-01,0.005988
2024-03-01,0.005985
2024-04-01,0.005984
2024-05-01,0.005983
2024-06-01,0.00598
2024-07-01,0.005979
2024-08-01,0.005976
2024-09-01,0.005976
2024-10-01,0.005975
2024-11-01,0.005975
2024-12-01,0.005975


 Definition: Colocación de cartera, Sociedades financieras. Source: BCE
