date,TUSD0011
2022-01-01,0.8901548869503294
2022-02-01,0.8917424647761727
2022-03-01,0.9035056017347308
2022-04-01,0.9462528387585164
2022-05-01,0.9317059536010436
2022-06-01,0.9552923194497516
2022-07-01,0.9795278675678324
2022-08-01,0.9954210631096956
2022-09-01,1.0249051962693452
2022-10-01,1.0119409026512851
2022-11-01,0.9653441451877594
2022-12-01,0.9335324869305452
2023-01-01,0.9197093718384992
2023-02-01,0.9425959091337544
2023-03-01,0.9181471789927924
2023-04-01,0.9076881183625308
2023-05-01,0.9321836401771147
2023-06-01,0.918189330639978
2023-07-01,0.9090495886550612
2023-08-01,0.919497954117052
2023-09-01,0.945760627985057
2023-10-01,0.9407780234253728
2023-11-01,0.9151223976206816
2023-12-01,0.9047726758651888
2024-01-01,0.9221264235326664
2024-02-01,0.9251121698505944
2024-03-01,0.9267840593141798
2024-04-01,0.9366365381913548
2024-05-01,0.9223390518354546
2024-06-01,0.9335324869305452


 Definition: Cotización del USD en Europa. Source: BCE
